ایستگاه,تاریخ,دمای حداقل,دمای حداکثر,نقطه شبنم,رطوبت نسبی,میانگین سرعت باد
stationid,datetime,tmin,tmax,td_m,um,ffm
40768,2024-03-25 00:00:00,4,9.2,1.125,72.625,4.75
40768,2024-03-26 00:00:00,-2.2,11,-3.475,54.5,3
40768,2024-03-27 00:00:00,3.6,12.2,-1.4125,52.625,4
40768,2024-03-28 00:00:00,0.7,13.8,-2.5625,51.625,2.75
40768,2024-03-29 00:00:00,-4.1,15.9,-7.35,45.125,2
40768,2024-03-30 00:00:00,-4.5,18.4,-4.3875,47.25,1.875
40768,2024-03-31 00:00:00,0.5,18.1,-4.5625,39.25,3.125
40768,2024-04-01 00:00:00,-0.2,18.4,-3.775,45.875,2.375
40768,2024-04-02 00:00:00,-1.2,17.5,-3.45,46.25,1.875
40768,2024-04-03 00:00:00,-0.1,19.8,-2.825,44.125,1.375
40768,2024-04-04 00:00:00,2.9,20.8,-1.275,42.125,2.625
40768,2024-04-05 00:00:00,2.9,21.1,-1.125,42,3
40768,2024-04-06 00:00:00,4.2,22,0.15,46.75,1.875
40768,2024-04-07 00:00:00,4.7,21.7,-0.975,38.5,3
40768,2024-04-08 00:00:00,6.2,20.5,4.175,60.125,2.875
40768,2024-04-09 00:00:00,5.2,23.2,2.775,50,3
40768,2024-04-10 00:00:00,4.8,15.1,5.2,82.875,3.75
40768,2024-04-11 00:00:00,1.4,15.2,3.1375,76.875,2.625
40768,2024-04-12 00:00:00,4.3,11.6,1.6875,72.5,3.125
40768,2024-04-13 00:00:00,-3,15.4,-2.75,57.125,2
40768,2024-04-14 00:00:00,-1.7,16.8,-4.7375,48.125,1.5
40768,2024-04-15 00:00:00,0,18.6,-0.7125,51.375,3.125
40768,2024-04-16 00:00:00,1.9,18.2,0.575,53.625,3.125
40768,2024-04-17 00:00:00,0.9,19.5,0.55,51.625,1.75
40768,2024-04-18 00:00:00,2.5,21.8,1.225,47,2.125
40768,2024-04-19 00:00:00,5.2,21.6,2.225,51.625,3.75
40768,2024-04-20 00:00:00,4.1,22.7,2.2375,50,2.875
40768,2024-04-21 00:00:00,5.2,21.3,4.05,57.625,3.125
40768,2024-04-22 00:00:00,7.3,12.7,7.92222,89.4444,2.44444
40768,2024-04-23 00:00:00,6.2,14,6.2625,85,2.375
40768,2024-04-24 00:00:00,4.4,17.9,3.55,62.375,2.125
40768,2024-04-25 00:00:00,2.3,21.2,4.025,63.625,1.125
40768,2024-04-26 00:00:00,3.6,22.3,3.2,56.625,1.625
40768,2024-04-27 00:00:00,2.8,22.5,1.3,46.75,2.125
40768,2024-04-28 00:00:00,4.4,22.2,1.95,48.75,1.875
40768,2024-04-29 00:00:00,3.5,24.2,0.7,44.875,2
40768,2024-04-30 00:00:00,4.7,22.6,3.325,47.125,3
40768,2024-05-01 00:00:00,10.6,20.7,8.425,73.625,3
40768,2024-05-02 00:00:00,9.4,14.9,10.3875,94.25,1.75
40768,2024-05-03 00:00:00,8.2,15.7,7.975,86.625,3
40768,2024-05-04 00:00:00,5.7,17.4,4.8875,61.375,3.875
40768,2024-05-05 00:00:00,6.4,19,5.6125,65,3
40768,2024-05-06 00:00:00,8.3,15.4,7.2625,74.125,3.125
40768,2024-05-07 00:00:00,5.6,18.2,4.0375,64.5,3
40768,2024-05-08 00:00:00,5.7,17.9,1.3625,52.375,3.125
40768,2024-05-09 00:00:00,2.7,17.2,3.0125,63.625,2.125
40768,2024-05-10 00:00:00,2.6,21,2.175,52.875,2.375
40768,2024-05-11 00:00:00,4.2,24.1,4.55,50.5,1.875
40768,2024-05-12 00:00:00,8.8,27.8,5.075,40.75,4
40768,2024-05-13 00:00:00,12.2,24,7.6375,59.5,3.5
40768,2024-05-14 00:00:00,8.6,21.7,5.5125,60,3
40768,2024-05-15 00:00:00,3.9,23.4,-0.8,42.875,2.625
40768,2024-05-16 00:00:00,5,22.8,1.9625,44.375,2.875
40768,2024-05-17 00:00:00,5.9,22.8,2.05,46.25,3.5
40768,2024-05-18 00:00:00,5.5,21.9,1.45,42.625,3.75
40768,2024-05-19 00:00:00,5,23,3.675,50,2.125
40768,2024-05-20 00:00:00,7.3,26,5.375,55.75,2.125
40768,2024-05-21 00:00:00,8,25,7.1375,61.75,3.25
40768,2024-05-22 00:00:00,7.4,22.3,9.25,76.25,3.375
40768,2024-05-23 00:00:00,7.7,23.6,8.9625,70.625,2.375
40768,2024-05-24 00:00:00,8.6,26.4,7.0375,55.125,2.25
40768,2024-05-25 00:00:00,7.6,28.5,4.95,49.625,2.25
40768,2024-05-26 00:00:00,8.1,29,3.2625,41.75,3.125
40768,2024-05-27 00:00:00,6.4,28.2,1.1875,36,2.125
40768,2024-05-28 00:00:00,8.1,28.2,2.175,36.25,2.5
40768,2024-05-29 00:00:00,9.5,29.7,2.525,34.5,2.25
40768,2024-05-30 00:00:00,9.8,31.1,5.475,38.625,1.625
40768,2024-05-31 00:00:00,11.2,34.1,3.9625,33.875,2.25
40768,2024-06-01 00:00:00,12,32.1,1.81111,28.7778,2.44444
40768,2024-06-02 00:00:00,6.9,29.5,0.225,29.5,2.5
40768,2024-06-03 00:00:00,8.8,29.6,2.525,34.75,1.75
40768,2024-06-04 00:00:00,8.7,31,3.2,33.625,2.625
40768,2024-06-05 00:00:00,9.6,31.6,4.55,34.5,2.75
40768,2024-06-06 00:00:00,13.1,30.2,4.4375,35.875,4.625
40768,2024-06-07 00:00:00,10.4,30.8,6.2625,44,3.625
40768,2024-06-08 00:00:00,12.3,32.1,5.225,34.625,2
40768,2024-06-09 00:00:00,16.9,33.4,2.075,24.125,5
40768,2024-06-10 00:00:00,14.1,28.8,8.4625,55.125,3.5
40768,2024-06-11 00:00:00,12,31.5,6.1625,42.375,3.5
40768,2024-06-12 00:00:00,12.1,32,4.875,36.125,2.375
40768,2024-06-13 00:00:00,12.8,31.8,6.2375,36.75,2.5
40768,2024-06-14 00:00:00,12.7,31,7.125,44.25,2.875
40768,2024-06-15 00:00:00,10.4,32.2,8.325,47.125,2
40768,2024-06-16 00:00:00,13.1,33.6,7.9625,42,1.875
40768,2024-06-17 00:00:00,12.3,32.5,4.7,34,2.25
40768,2024-06-18 00:00:00,13.1,33.7,3.4625,29.5,2.5
40768,2024-06-19 00:00:00,13.2,33.3,4.975,31.625,2.625
40768,2024-06-20 00:00:00,12.7,32.1,4.0375,31.625,2
40768,2024-06-21 00:00:00,12.8,33.4,3.65,30.875,2.625
40768,2024-06-22 00:00:00,13.9,34.1,3.4625,28.125,2.75
40768,2024-06-23 00:00:00,15.5,34.6,2.4875,25.25,3
40768,2024-06-24 00:00:00,14.7,32.5,4.4,32.5,2.5
40768,2024-06-25 00:00:00,10.8,31.9,5.7125,39.875,2.75
40768,2024-06-26 00:00:00,13,32,6.4125,37.375,2.625
40768,2024-06-27 00:00:00,13.6,33.9,6.05,33.125,2.5
40768,2024-06-28 00:00:00,13.4,36.1,4.2,28.375,2.5
40768,2024-06-29 00:00:00,14.9,35.1,2.0375,25,2.5
40768,2024-06-30 00:00:00,15.1,34.1,6.2875,32,2.25
40768,2024-07-01 00:00:00,13.1,35,6.85,34,2.25
40768,2024-07-02 00:00:00,15.4,33.3,2.8625,26.5,2.25
40768,2024-07-03 00:00:00,12.4,33.1,1.35,23,2.375
40768,2024-07-04 00:00:00,13.1,34.7,1.7625,23.125,2.125
40768,2024-07-05 00:00:00,14.4,37.7,3.7625,23.25,2.5
40768,2024-07-06 00:00:00,17.5,36.8,2.4375,19.875,4.75
40768,2024-07-07 00:00:00,17.8,37.8,2.325,19.125,4.375
40768,2024-07-08 00:00:00,16.9,36.8,1.6,20.375,4.375
40768,2024-07-09 00:00:00,15.5,35.1,0.55,21.125,2.375
40768,2024-07-10 00:00:00,17.1,35.4,3.025,23.125,2.375
40768,2024-07-11 00:00:00,16.4,35.3,6.0875,28.625,2.25
40768,2024-07-12 00:00:00,15.7,34.9,4.9375,27,2
40768,2024-07-13 00:00:00,15.5,37.4,6.1625,28,2.75
40768,2024-07-14 00:00:00,15.7,36.7,6.8125,29.25,2.25
40768,2024-07-15 00:00:00,16.6,37,5,27,3
40768,2024-07-16 00:00:00,14.3,36.6,0.8875,22.75,2.375
40768,2024-07-17 00:00:00,15.3,37.1,-0.2375,19.875,2
40768,2024-07-18 00:00:00,14.7,37.2,2.9375,22.25,1.875
40768,2024-07-19 00:00:00,15.5,36.6,5.2,25.875,3.875
40768,2024-07-20 00:00:00,17.2,35.9,4.45,26.375,1.875
40768,2024-07-21 00:00:00,16.2,35.8,3.475,24.625,2.625
40768,2024-07-22 00:00:00,18.9,35.8,8.7875,34.875,2.5
40768,2024-07-23 00:00:00,17,35.8,8.0125,32.5,1.625
40768,2024-07-24 00:00:00,16.4,38,5.1625,26,2.125
40768,2024-07-25 00:00:00,17.1,37.3,3.9,22.125,2.75
40768,2024-07-26 00:00:00,16.6,36.6,4.325,23.25,2.875
40768,2024-07-27 00:00:00,15.1,36.9,1.925,20.75,2.375
40768,2024-07-28 00:00:00,16.1,38.6,3.625,23.625,2.625
40768,2024-07-29 00:00:00,17.3,35,10.4375,43.5,3.75
40768,2024-07-30 00:00:00,14.9,37.1,6.5625,35.375,1.875
40768,2024-07-31 00:00:00,15.3,36.9,2.3125,22.75,3.125
40768,2024-08-01 00:00:00,15.3,37.4,0.875,19.75,2.25
40768,2024-08-02 00:00:00,15.3,37.1,3.0625,23,2.5
40768,2024-08-03 00:00:00,17.1,35.9,4.7125,28.375,2.125
40768,2024-08-04 00:00:00,16.1,36.6,2.575,23.75,1.75
40768,2024-08-05 00:00:00,15.4,39.9,4.4125,23.75,3
40768,2024-08-06 00:00:00,17.1,39.5,3.05,21.5,2.375
40768,2024-08-07 00:00:00,17.5,39.2,1.5125,18.375,2.75
40768,2024-08-08 00:00:00,17.3,39.1,2.4625,19.875,2.375
40768,2024-08-09 00:00:00,17.1,40.2,6.1125,26.25,1.875
40768,2024-08-10 00:00:00,17.5,40.1,3.7125,21.125,2.25
40768,2024-08-11 00:00:00,19.2,40.2,3.7125,19.375,2.5
40768,2024-08-12 00:00:00,20,37.5,4.825,23.125,2.25
40768,2024-08-13 00:00:00,17.8,36.9,3.05,22.5,3
40768,2024-08-14 00:00:00,16.6,35.8,5.1,28.625,1.875
40768,2024-08-15 00:00:00,15.1,36.3,4.8125,27.75,2.125
40768,2024-08-16 00:00:00,15.7,36.6,4.7625,26.25,2.75
40768,2024-08-17 00:00:00,18.6,34.3,9.3,35.5,3
40768,2024-08-18 00:00:00,17.2,36.8,6.35,31.875,1.875
40768,2024-08-19 00:00:00,14.3,34.6,1.3375,24.5,2.875
40768,2024-08-20 00:00:00,13.4,35.7,3.7875,26.625,2.375
40768,2024-08-21 00:00:00,15.3,35,3.8625,26.875,3.125
40768,2024-08-22 00:00:00,15.9,35.6,3.8625,24.5,1.625
40768,2024-08-23 00:00:00,17,36.1,1.45,19.75,1.875
40768,2024-08-24 00:00:00,15.1,37.2,-1.1,17.25,1.625
40768,2024-08-25 00:00:00,15.6,36.4,-0.3125,19.125,2
40768,2024-08-26 00:00:00,16.2,36.1,2.5,22.75,2.625
40768,2024-08-27 00:00:00,13.6,37.1,-1.125,20.5,2
40768,2024-08-28 00:00:00,13,37.1,-0.5125,19.5,2.625
40768,2024-08-29 00:00:00,16,34.5,4.1875,28.25,5.125
40768,2024-08-30 00:00:00,13.6,33.9,0.175,23.5,4.25
40768,2024-08-31 00:00:00,11,35.2,-2.2625,21.5,3
40768,2024-09-01 00:00:00,10.4,35.7,-3.775,17.75,2.625
40768,2024-09-02 00:00:00,11.2,35.7,-3.95,17.375,2.75
40768,2024-09-03 00:00:00,11.6,35.8,-5.0375,17.25,2.625
40768,2024-09-04 00:00:00,10.7,36.9,-5.1625,16,1.75
40768,2024-09-05 00:00:00,13.7,35.8,-4.325,16.625,2
40768,2024-09-06 00:00:00,11.7,34,-4.21429,19,2.14286
40768,2024-09-07 00:00:00,10.5,32.3,0.4,25.875,2.75
40768,2024-09-08 00:00:00,12.3,33.3,1.7625,28.875,2
40768,2024-09-09 00:00:00,10.8,33.2,0.6125,27.125,1.625
40768,2024-09-10 00:00:00,11.4,34.1,0.45,26.125,1.375
40768,2024-09-11 00:00:00,11.4,34.6,-2.375,20.25,2.25
40768,2024-09-12 00:00:00,13.2,33.7,-0.425,23,1.875
40768,2024-09-13 00:00:00,13,34.3,-0.425,22.75,2.25
40768,2024-09-14 00:00:00,10.3,30.2,2.0625,31.5,2.75
40768,2024-09-15 00:00:00,10.8,29.7,4.05,36.75,1.75
40768,2024-09-16 00:00:00,11.1,30.4,1.9625,31.875,2.25
40768,2024-09-17 00:00:00,10.1,29.8,0.4125,27.625,1.625
40768,2024-09-18 00:00:00,11.5,29.3,2.1,31.875,2
40768,2024-09-19 00:00:00,9.7,29,3.65,37.5,1.625
40768,2024-09-20 00:00:00,10.2,27.9,0.375,31.75,2
40768,2024-09-21 00:00:00,9,27.2,1.1875,32.375,1.875
40768,2024-09-22 00:00:00,9.8,29.2,1.2375,30.625,1.875
40768,2024-09-23 00:00:00,10.9,31.5,2.0625,30.75,2.875
40768,2024-09-24 00:00:00,12,30.8,3.2,32.125,3
40768,2024-09-25 00:00:00,10.3,32,-0.225,29.375,1.75
40768,2024-09-26 00:00:00,8.3,29.4,2.2625,35.125,1.625
40768,2024-09-27 00:00:00,9.9,28,5.55556,43.1111,2.88889
40768,2024-09-28 00:00:00,10.9,19.8,5.525,62,2.875
40768,2024-09-29 00:00:00,3.7,19.2,3.5375,61.625,3.25
40768,2024-09-30 00:00:00,5.7,25.4,2.425,47.5,2.625
40768,2024-10-01 00:00:00,5.3,28.3,2.7,41.875,2.25
40768,2024-10-02 00:00:00,14.6,27.3,2.025,26.875,5
40768,2024-10-03 00:00:00,15.2,26.7,-0.15,28,3.875
40768,2024-10-04 00:00:00,6.4,26,-1.4625,34.25,1.5
40768,2024-10-05 00:00:00,4.7,24.2,-0.3375,37.125,2.125
40768,2024-10-06 00:00:00,5.2,25,-1.125,39,1.25
40768,2024-10-07 00:00:00,3.7,27.1,-0.6125,36.875,1.125
40768,2024-10-08 00:00:00,5,27.8,-3.4125,28.625,1.5
40768,2024-10-09 00:00:00,6.7,27,-5.4625,24.125,1.875
40768,2024-10-10 00:00:00,7.3,27.6,-6.7125,21.875,1.875
40768,2024-10-11 00:00:00,5.5,26.5,-6.3875,23.75,1.625
40768,2024-10-12 00:00:00,5.7,25.1,-5.675,24.25,2
40768,2024-10-13 00:00:00,6.6,25.2,-2.425,29.75,2.125
40768,2024-10-14 00:00:00,6.4,26.1,-3.4,28.125,2
40768,2024-10-15 00:00:00,6.8,25.7,-2.1125,31.375,1.5
40768,2024-10-16 00:00:00,7.6,25.3,-1.325,32.875,1.375
40768,2024-10-17 00:00:00,5.6,25.1,-1.5,32.125,1.75
40768,2024-10-18 00:00:00,6.9,25.4,-2.2625,27.625,3.625
40768,2024-10-19 00:00:00,11.1,21.8,0.975,32,4.125
40768,2024-10-20 00:00:00,13.5,21.2,-5.5875,24.375,4
40768,2024-10-21 00:00:00,6.6,17.4,-17.5375,13.125,2.875
40768,2024-10-22 00:00:00,-3.5,17,-16.425,18.875,1.875
40768,2024-10-23 00:00:00,-2.1,15.6,-11.225,33.625,2.5
40768,2024-10-24 00:00:00,-4.3,13.9,-5.3375,51,2.125
40768,2024-10-25 00:00:00,0.4,14.4,-6.475,45.125,2.5
40768,2024-10-26 00:00:00,-2,18.4,-13.5875,25.75,1.625
40768,2024-10-27 00:00:00,-3.2,17.4,-13.4375,23.5,2.125
40768,2024-10-28 00:00:00,-3.9,18.4,-6.95,38,1.5
40768,2024-10-29 00:00:00,-2.8,18.7,-4.475,47.875,1.25
40768,2024-10-30 00:00:00,-2.5,19.3,-4.8875,46.125,1.5
40768,2024-10-31 00:00:00,-2.5,18.7,-2.1875,49.375,1.75
40768,2024-11-01 00:00:00,1.5,19.8,4.325,73.25,2.125
40768,2024-11-02 00:00:00,7.5,17.7,7.825,82.125,1.375
40768,2024-11-03 00:00:00,6,16.7,6.95714,75.5714,2.28571
40768,2024-11-04 00:00:00,5.9,18.7,4.1625,61.875,3
40768,2024-11-05 00:00:00,9,17.2,-0.4875,45.375,3.25
40768,2024-11-06 00:00:00,-1.4,18.9,-2.0875,48.5,1.875
40768,2024-11-07 00:00:00,-0.3,16.4,-1.7,54.125,1.625
40768,2024-11-08 00:00:00,-0.8,17.4,0.325,60.75,1.375
40768,2024-11-09 00:00:00,-0.6,17.5,-0.6875,57.5,0.875
40768,2024-11-10 00:00:00,-1.9,18.6,0.7875,55.75,1
40768,2024-11-11 00:00:00,4.4,18.9,4.95,69.5,2
40768,2024-11-12 00:00:00,6.4,18.9,6.4625,80.875,1.5
40768,2024-11-13 00:00:00,2.2,12.4,4.4625,81.5,1.625
40768,2024-11-14 00:00:00,5.8,12.2,4.5875,84.625,1.75
40768,2024-11-15 00:00:00,4,12.7,3.4375,82.875,1.25
40768,2024-11-16 00:00:00,-4.6,15.8,-2.4,67.5,1.625
40768,2024-11-17 00:00:00,-0.7,15.9,-2.1,54,1.75
40768,2024-11-18 00:00:00,-1,14.1,1.8375,67.625,1.75
40768,2024-11-19 00:00:00,4.5,16.1,4.3125,76.125,2.375
40768,2024-11-20 00:00:00,1.8,13.6,4.575,84.25,1
40768,2024-11-21 00:00:00,1.2,13.8,0.425,70.125,1.375
40768,2024-11-22 00:00:00,-2.2,13.4,-1.32222,63.5556,1.66667
40768,2024-11-23 00:00:00,-3.4,13.7,-0.914286,74.5714,0.857143
40768,2024-11-24 00:00:00,-4,15.8,-3.95,54.875,1.375
40768,2024-11-25 00:00:00,4.3,12.8,3.9875,75.625,2.5
40768,2024-11-26 00:00:00,7.1,13.4,4.125,67.25,3
40768,2024-11-27 00:00:00,7.2,14.1,-0.675,51.625,4.75
40768,2024-11-28 00:00:00,-4.9,10.3,-11.7875,39.625,1.875
40768,2024-11-29 00:00:00,-7.3,10.5,-11.9125,42,1.5
40768,2024-11-30 00:00:00,-7.6,9.2,-9.5875,52.125,1
40768,2024-12-01 00:00:00,-7.8,8,-7.5375,63.5,1.75
40768,2024-12-02 00:00:00,-8.5,8.4,-7.05,66.25,1
40768,2024-12-03 00:00:00,-9.2,8.3,-7.675,63,0.875
40768,2024-12-04 00:00:00,-9.6,11.1,-9.6375,54,1.375
40768,2024-12-05 00:00:00,-8.7,11.2,-10.675,45.875,1.375
40768,2024-12-06 00:00:00,-7.5,11.7,-9.35,49.375,1.5
40768,2024-12-07 00:00:00,-7.3,10.9,-8.5,48.5,1.125
40768,2024-12-08 00:00:00,-6.4,10.8,-6.95,52.875,0.75
40768,2024-12-09 00:00:00,-0.5,8.3,-0.35,77.375,1.5
40768,2024-12-10 00:00:00,-3.3,8,-1.45,84.25,1.125
40768,2024-12-11 00:00:00,-8,6.3,-3.775,85,1.125
40768,2024-12-12 00:00:00,-6.4,12.3,-4.9875,60,2.5
40768,2024-12-13 00:00:00,4,11.6,-6,39.625,4.25
40768,2024-12-14 00:00:00,-2,7.2,-6.2125,62.5,4.125
40768,2024-12-15 00:00:00,-12.3,2.3,-13.85,56.25,1.125
40768,2024-12-16 00:00:00,-12.8,5.1,-10.3375,66.25,0.5
40768,2024-12-17 00:00:00,-7.9,10.3,-15.6875,39.5,2.75
40768,2024-12-18 00:00:00,-8.2,11.7,-14.95,34.75,2.625
40768,2024-12-19 00:00:00,-4.4,12.9,-13.125,30.125,2.75
40768,2024-12-20 00:00:00,-7.8,10,-9.9125,47.5,1
40768,2024-12-21 00:00:00,-1.9,4,-2.7,77.875,1.5
40768,2024-12-22 00:00:00,-4.8,9.1,-3.7625,74.375,1.5
40768,2024-12-23 00:00:00,-7.1,10.3,-5.7375,64.5,0.75
40768,2024-12-24 00:00:00,-7,9.9,-7.075,61.375,1.5
40768,2024-12-25 00:00:00,-6.9,10.4,-7.875,56.375,1.125
40768,2024-12-26 00:00:00,-9.4,10.7,-7.975,58,1.125
40768,2024-12-27 00:00:00,-6.6,7,-3.4625,70,2
40768,2024-12-28 00:00:00,1.4,4.1,1.71667,91.8333,3.83333
40768,2024-12-29 00:00:00,-2.8,7.7,-3.3125,72.5,2.875
40768,2024-12-30 00:00:00,-5,6.7,-2.85,78.625,0.875
40768,2024-12-31 00:00:00,-3.8,4.2,-2.975,84.375,1
40768,2025-01-01 00:00:00,-3.1,2.8,-3.4375,85.25,1
40768,2025-01-02 00:00:00,-8.8,4.6,-6.1,79.125,1
40768,2025-01-03 00:00:00,-8.7,4.9,-7.6625,71.5,1
40768,2025-01-04 00:00:00,-8.3,8.8,-10.4,58.5,2.125
40768,2025-01-05 00:00:00,-6.9,10.1,-9.675,52.5,1.625
40768,2025-01-06 00:00:00,-3.6,7.8,-5.3875,57.375,1.375
40768,2025-01-07 00:00:00,-2.4,4.9,-3.8125,71.25,1.5
40768,2025-01-08 00:00:00,-1.4,4.5,-1.2125,89.375,1.375
40768,2025-01-09 00:00:00,-6.5,8.1,-3.1,80.5,0.875
40768,2025-01-10 00:00:00,-6.3,9.2,-3.4875,78.75,0.625
40768,2025-01-11 00:00:00,-7.1,11,-3.975,65.125,2.125
40768,2025-01-12 00:00:00,0.3,8.7,-0.475,82.25,1.25
40768,2025-01-13 00:00:00,-3.9,0.5,-2.05,95.125,1.75
40768,2025-01-14 00:00:00,-3.3,6,-4.5375,79.625,1
40768,2025-01-15 00:00:00,-7.2,12.9,-6,67.25,1.625
40768,2025-01-16 00:00:00,-4.7,10.8,-4.5,71.375,3.5
40768,2025-01-17 00:00:00,-7.1,6,-5.375,74.375,1.625
40768,2025-01-18 00:00:00,-8.3,7.8,-6.625,67.375,1.625
40768,2025-01-19 00:00:00,-4.6,5.3,-4.1875,77,1.625
40768,2025-01-20 00:00:00,-5.2,5.1,-5.65,69.75,2.375
40768,2025-01-21 00:00:00,-10.9,3.8,-6.6875,79.5,1.75
40768,2025-01-22 00:00:00,-13,4.7,-8.825,73,0.875
40768,2025-01-23 00:00:00,-7.7,4.9,-6.475,74.625,0.625
40768,2025-01-24 00:00:00,-7.1,3.1,-4.7375,79.5,0.875
40768,2025-01-25 00:00:00,-2.7,3.8,-0.025,96.75,0.625
40768,2025-01-26 00:00:00,-5.2,4,-1.8375,88.375,1.375
40768,2025-01-27 00:00:00,-0.8,1.4,-0.375,99.125,1.375
40768,2025-01-28 00:00:00,-2.9,1,-3.8625,88.25,1.875
40768,2025-01-29 00:00:00,-6.4,1.1,-4.35,84.125,1.125
40768,2025-01-30 00:00:00,-2,4.3,-3.975,80.875,1.125
40768,2025-01-31 00:00:00,-9.2,6.9,-5.6,75.25,0.875
40768,2025-02-01 00:00:00,-8.8,7,-4.8875,77.875,1
40768,2025-02-02 00:00:00,-8.1,7.7,-6.3,70.375,1.25
40768,2025-02-03 00:00:00,-8.1,10.1,-7.75,61.125,1.125
40768,2025-02-04 00:00:00,-8,11,-10.25,48.875,1.375
40768,2025-02-05 00:00:00,-2.7,11.7,-7.625,44.625,2.5
40768,2025-02-06 00:00:00,-0.1,8.2,-3.65,70.25,3.125
40768,2025-02-07 00:00:00,-5.1,6.9,-4.4625,84,1.625
40768,2025-02-08 00:00:00,-11.7,-1.9,-7.37778,86.3333,1.44444
40768,2025-02-09 00:00:00,-10.3,-2.2,-9.45,88.625,1.625
40768,2025-02-10 00:00:00,-19.1,-2.1,-15.025,84.375,1.875
40768,2025-02-11 00:00:00,-18.6,-1.9,-13.5625,84.625,1
40768,2025-02-12 00:00:00,-18.7,-1.8,-11.125,86.75,1.25
40768,2025-02-13 00:00:00,-7.4,4.7,-4.575,89.5,0.75
40768,2025-02-14 00:00:00,-7.1,1.9,-4.925,87.25,1.625
40768,2025-02-15 00:00:00,-11.3,2.1,-10.1375,71.875,1.375
40768,2025-02-16 00:00:00,-13.9,1.8,-7.725,76.125,0.875
40768,2025-02-17 00:00:00,-3.7,3.3,-2.425,91.5,2.125
40768,2025-02-18 00:00:00,-10.9,5.4,-7.075,76.25,1.375
40768,2025-02-19 00:00:00,-10,2.5,-6.6125,77.75,1
40768,2025-02-20 00:00:00,-5.1,4.6,-3.5125,78.75,1.25
40768,2025-02-21 00:00:00,-1.7,6.9,-1.3875,72.875,2.875
40768,2025-02-22 00:00:00,-0.2,4.1,-1.9375,83.25,2.625
40768,2025-02-23 00:00:00,-8.7,3.1,-6.8,68.75,3.125
40768,2025-02-24 00:00:00,-5.5,-1.9,-14.3375,50.625,5.125
40768,2025-02-25 00:00:00,-15.1,-1.9,-16.6625,55.125,3.5
40768,2025-02-26 00:00:00,-10.6,1.5,-13.525,49,2.875
40768,2025-02-27 00:00:00,-10.5,3.7,-12.6125,52.25,3.625
40768,2025-02-28 00:00:00,-10.1,5.3,-11.65,54,2.5
40768,2025-03-01 00:00:00,-8,6,-10.125,53.125,3
40768,2025-03-02 00:00:00,-5.8,3.2,-9.5125,61.625,3.375
40768,2025-03-03 00:00:00,-8.9,8.5,-9.225,53.75,1.25
40768,2025-03-04 00:00:00,-4.1,11.3,-7.625,51,1.5
40768,2025-03-05 00:00:00,-1,8.7,-1.9125,68.625,3
40768,2025-03-06 00:00:00,0.7,10.4,2.3875,88.25,1.25
40768,2025-03-07 00:00:00,-2.6,12.5,2.725,86.5,1.625
40768,2025-03-08 00:00:00,4.7,10.1,4.1375,89,3
40768,2025-03-09 00:00:00,3.1,10.4,4.075,90.875,2.625
40768,2025-03-10 00:00:00,2.4,10.8,3.6875,86.875,1.375
40768,2025-03-11 00:00:00,3.4,12.2,3.375,85.75,2
40768,2025-03-12 00:00:00,-0.5,13.7,1.275,73,1.5
40768,2025-03-13 00:00:00,-0.4,16.1,-0.5875,60.625,1.25
40768,2025-03-14 00:00:00,-0.4,18.4,-2.025,50.75,2
40768,2025-03-15 00:00:00,-0.8,18.4,-2.7375,47.5,2
40768,2025-03-16 00:00:00,0.3,20.8,-3.35,44.625,1.5
40768,2025-03-17 00:00:00,0.8,19.8,-4.15,41.5,1.75
40768,2025-03-18 00:00:00,3.3,20.4,-4.25,34.875,3.125
40768,2025-03-19 00:00:00,4.9,21.3,-3.55,29.75,3.75
40768,2025-03-20 00:00:00,10.4,20.1,3.7875,53.25,4.5
40768,2025-03-21 00:00:00,6.4,11,6.8875,87.5,2.5
40768,2025-03-22 00:00:00,7.3,14.4,-0.3125,52.625,5
40768,2025-03-23 00:00:00,-0.4,12.4,-6.0375,49.75,2.75
40768,2025-03-24 00:00:00,-2.2,10.5,-6.2875,48.5,3.625
40768,2025-03-25 00:00:00,-3.7,10.6,-6.8125,50.125,2.25
40768,2025-03-26 00:00:00,-3.4,13.4,-7.0875,46.375,1.75
40768,2025-03-27 00:00:00,-0.4,17.2,-4.1375,43.25,1.875
40768,2025-03-28 00:00:00,2.8,19.2,-0.7625,46.875,2.75
40768,2025-03-29 00:00:00,3.4,20.2,0.4875,49.25,2
40768,2025-03-30 00:00:00,3.6,21.3,-0.0875,40.625,2.25
40768,2025-03-31 00:00:00,11.5,19.4,2.1125,48.25,3.5
40768,2025-04-01 00:00:00,5.2,23.3,2.55,51.25,1.625
40768,2025-04-02 00:00:00,7,24.1,4.6125,56.375,2.625
40768,2025-04-03 00:00:00,8.9,21.9,6.6,62.125,3
40768,2025-04-04 00:00:00,8.6,14,8.65,90,2.5
40768,2025-04-05 00:00:00,8.5,14.6,7.6375,80.75,4.625
40768,2025-04-06 00:00:00,10.1,20.7,1.3625,39,4.125
40768,2025-04-07 00:00:00,5.1,18.8,3.7625,60,2.25
40768,2025-04-08 00:00:00,2.6,22.1,1.925,54.125,1.875
40768,2025-04-09 00:00:00,6.7,24.4,1.6375,41.5,2.375
40768,2025-04-10 00:00:00,8.1,23,3.775,44.5,4.125
